Date,Close,High,Low,Open,Volumn,Code
2010-01-04,85.27919006347656,85.32433736004405,83.90966657117345,84.55680461335055,118944600,SPY
2010-01-05,85.50497436523438,85.54260095822988,84.91803625698155,85.22655824471099,111579900,SPY
2010-01-06,85.56515502929688,85.77585012340863,85.35445993518512,85.42218089785929,116074400,SPY
2010-01-07,85.92633819580078,86.03168572750181,85.16632608194911,85.40712126026717,131091100,SPY
2010-01-08,86.2122802734375,86.24990685215928,85.52752132057812,85.70058980427461,126402800,SPY
2010-01-11,86.33268737792969,86.63367706683287,85.96396524930574,86.59605622622514,106375700,SPY
2010-01-12,85.52754211425781,85.94140587576767,85.19644651224091,85.76081088421812,163333500,SPY
2010-01-13,86.24990844726562,86.49070362891261,85.30930137192425,85.74573869171506,161822000,SPY
2010-01-14,86.4831771850586,86.6411984848317,86.09940789074675,86.15208165733779,115718800,SPY
2010-01-15,85.51246643066406,86.41544688916983,85.18137091674075,86.33267875169874,212283100,SPY
2010-01-19,86.5810317993164,86.6337055863155,85.47487653132313,85.49745593233321,139172700,SPY
2010-01-20,85.70060729980469,86.12199751066682,85.01584820715371,85.99407630251382,216490200,SPY
2010-01-21,84.05264282226562,85.98653066742364,83.94729529303599,85.72316184434953,344859600,SPY
2010-01-22,82.1789321899414,84.08271938770206,82.08863187260192,83.67637657118667,345942400,SPY
2010-01-25,82.600341796875,83.08193786266743,82.32945226256795,82.93143729804183,186937500,SPY
2010-01-26,82.25421905517578,83.12710531863769,82.05105041992773,82.27679271009102,211168800,SPY
2010-01-27,82.6454849243164,82.8336063017781,81.5167566595462,82.14884173213328,271863600,SPY
2010-01-28,81.69734191894531,82.96151765572043,81.2007045264666,82.91637036758823,316104000,SPY
2010-01-29,80.80944061279297,82.62293394472994,80.68151941886666,82.0510431928688,310677600,SPY
2010-02-01,82.06608581542969,82.07361227965674,80.89221000045332,81.38132683703017,187865000,SPY
2010-02-02,83.0593490600586,83.21737032925162,81.93062078781514,82.21656895769583,216327900,SPY
2010-02-03,82.6454849243164,83.1346016539186,82.40468979080578,82.68310575520344,172730700,SPY
2010-02-04,80.09458923339844,82.04352467159097,80.07953630264946,82.00590382674045,356715700,SPY
2010-02-05,80.2601318359375,80.42567387639556,78.69496011788378,80.18487866908042,493585800,SPY
2010-02-08,79.68070983886719,80.76429107753295,79.62050960538348,80.32032153185341,224166900,SPY
2010-02-09,80.68151092529297,81.38132279740921,79.96664612546982,80.6137842326315,337820500,SPY
2010-02-10,80.52349090576172,80.9674546829803,79.84625267346993,80.55359102064246,240511500,SPY
2010-02-11,81.36630249023438,81.45660286964869,79.9516309921494,80.41817434093853,223591600,SPY
2010-02-12,81.29853820800781,81.34368550316134,80.14723625352036,80.50842609676671,304622100,SPY
2010-02-16,82.57778930664062,82.66056320314178,81.13301796209291,81.91560387564233,159317500,SPY
2010-02-17,82.96907806396484,83.08195207148557,82.57778227002771,82.9765987877252,168845100,SPY
2010-02-18,83.45818328857422,83.63125176707705,82.80351872912645,82.83361884299862,193708600,SPY
2010-02-19,83.63126373291016,83.95483282706958,83.044325780949,83.23997367860622,222684900,SPY
2010-02-22,83.64631652832031,83.96235915717541,83.3979948595011,83.93978550383012,132346900,SPY
2010-02-23,82.63046264648438,83.67641743383145,82.41224107877018,83.42057502127678,207497000,SPY
2010-02-24,83.39047241210938,83.52592007971691,82.66808676520608,82.87878186125987,176350700,SPY
